Play #,State,Action,Reward,Next State,Terminated
1,"[-0.04119396  1.4142289  -0.34727353 -0.13440463  0.04673584  0.07767527
  0.          0.        ]",0,-1.0812582480086,"[-0.04462757  1.4106076  -0.34728473 -0.16107449  0.05061864  0.07766332
  0.          0.        ]",0
1,"[-0.04462757  1.4106076  -0.34728473 -0.16107449  0.05061864  0.07766332
  0.          0.        ]",0,-1.17495499257709,"[-0.04806137  1.4063864  -0.34729585 -0.18774441  0.05450087  0.07765144
  0.          0.        ]",0
1,"[-0.04806137  1.4063864  -0.34729585 -0.18774441  0.05450087  0.07765144
  0.          0.        ]",0,-1.25527720133749,"[-0.05149536  1.4015656  -0.34730697 -0.21441442  0.05838251  0.07763965
  0.          0.        ]",0
1,"[-0.05149536  1.4015656  -0.34730697 -0.21441442  0.05838251  0.07763965
  0.          0.        ]",0,-1.32236198905301,"[-0.05492935  1.3961447  -0.34731805 -0.24108453  0.06226356  0.07762797
  0.          0.        ]",0
1,"[-0.05492935  1.3961447  -0.34731805 -0.24108453  0.06226356  0.07762797
  0.          0.        ]",0,-1.37685003370763,"[-0.05836353  1.390124   -0.34732905 -0.2677547   0.06614403  0.07761633
  0.          0.        ]",0
1,"[-0.05836353  1.390124   -0.34732905 -0.2677547   0.06614403  0.07761633
  0.          0.        ]",0,-1.41959965138733,"[-0.06179781  1.3835034  -0.34734002 -0.29442498  0.07002392  0.07760476
  0.          0.        ]",0
1,"[-0.06179781  1.3835034  -0.34734002 -0.29442498  0.07002392  0.07760476
  0.          0.        ]",0,-1.45155193500031,"[-0.06523218  1.376283   -0.3473509  -0.32109532  0.07390323  0.0775931
  0.          0.        ]",0
1,"[-0.06523218  1.376283   -0.3473509  -0.32109532  0.07390323  0.0775931
  0.          0.        ]",0,-1.47372211316394,"[-0.06866674  1.3684628  -0.34736177 -0.34776577  0.07778196  0.07758142
  0.          0.        ]",0
1,"[-0.06866674  1.3684628  -0.34736177 -0.34776577  0.07778196  0.07758142
  0.          0.        ]",0,-1.4871225769769,"[-0.0721014   1.3600426  -0.3473726  -0.37443623  0.08166011  0.07756986
  0.          0.        ]",0
1,"[-0.0721014   1.3600426  -0.3473726  -0.37443623  0.08166011  0.07756986
  0.          0.        ]",0,-1.49271221846931,"[-0.07553625  1.3510225  -0.34738332 -0.40110683  0.08553769  0.07755833
  0.          0.        ]",0
1,"[-0.07553625  1.3510225  -0.34738332 -0.40110683  0.08553769  0.07755833
  0.          0.        ]",0,-1.49138489376094,"[-0.0789711   1.3414026  -0.34739402 -0.42777744  0.08941469  0.07754686
  0.          0.        ]",0
1,"[-0.0789711   1.3414026  -0.34739402 -0.42777744  0.08941469  0.07754686
  0.          0.        ]",0,-1.48396150163077,"[-0.08240614  1.331183   -0.34740463 -0.4544482   0.09329112  0.07753533
  0.          0.        ]",0
1,"[-0.08240614  1.331183   -0.34740463 -0.4544482   0.09329112  0.07753533
  0.          0.        ]",0,-1.4711560679049,"[-0.08584128  1.3203634  -0.34741518 -0.48111895  0.09716698  0.07752401
  0.          0.        ]",0
1,"[-0.08584128  1.3203634  -0.34741518 -0.48111895  0.09716698  0.07752401
  0.          0.        ]",0,-1.52198187828557,"[-0.08927517  1.3089225  -0.34728533 -0.50873905  0.10104272  0.07751438
  0.          0.        ]",0
1,"[-0.08927517  1.3089225  -0.34728533 -0.50873905  0.10104272  0.07751438
  0.          0.        ]",0,-1.43059520793889,"[-0.09270887  1.2968819  -0.34728515 -0.53540695  0.10491842  0.07751431
  0.          0.        ]",0
1,"[-0.09270887  1.2968819  -0.34728515 -0.53540695  0.10491842  0.07751431
  0.          0.        ]",0,-1.40523300868594,"[-0.09614267  1.2842416  -0.34728497 -0.56207484  0.10879414  0.07751417
  0.          0.        ]",0
1,"[-0.09614267  1.2842416  -0.34728497 -0.56207484  0.10879414  0.07751417
  0.          0.        ]",0,-1.37668522798617,"[-0.09957647  1.2710013  -0.34728476 -0.5887428   0.11266983  0.0775141
  0.          0.        ]",0
1,"[-0.09957647  1.2710013  -0.34728476 -0.5887428   0.11266983  0.0775141
  0.          0.        ]",0,-1.34534373819992,"[-0.10301027  1.2571613  -0.34728453 -0.6154107   0.11654551  0.0775139
  0.          0.        ]",0
1,"[-0.10301027  1.2571613  -0.34728453 -0.6154107   0.11654551  0.0775139
  0.          0.        ]",0,-1.31157626503278,"[-0.10644408  1.2427216  -0.34728432 -0.6420786   0.12042121  0.07751393
  0.          0.        ]",0
1,"[-0.10644408  1.2427216  -0.34728432 -0.6420786   0.12042121  0.07751393
  0.          0.        ]",0,-1.27562607361895,"[-0.10987787  1.2276819  -0.34728408 -0.66874653  0.1242969   0.0775138
  0.          0.        ]",0
1,"[-0.10987787  1.2276819  -0.34728408 -0.66874653  0.1242969   0.0775138
  0.          0.        ]",0,-1.2378244680165,"[-0.11331177  1.2120425  -0.34728387 -0.6954144   0.12817259  0.07751366
  0.          0.        ]",0
1,"[-0.11331177  1.2120425  -0.34728387 -0.6954144   0.12817259  0.07751366
  0.          0.        ]",0,-1.19834956674904,"[-0.11674557  1.1958033  -0.34728363 -0.72208226  0.13204826  0.07751355
  0.          0.        ]",0
1,"[-0.11674557  1.1958033  -0.34728363 -0.72208226  0.13204826  0.07751355
  0.          0.        ]",0,-1.15742886673868,"[-0.12017946  1.1789641  -0.34728336 -0.7487501   0.13592394  0.07751348
  0.          0.        ]",0
1,"[-0.12017946  1.1789641  -0.34728336 -0.7487501   0.13592394  0.07751348
  0.          0.        ]",0,-1.11529297233389,"[-0.12361345  1.1615254  -0.3472831  -0.7754181   0.1397996   0.0775134
  0.          0.        ]",0
1,"[-0.12361345  1.1615254  -0.3472831  -0.7754181   0.1397996   0.0775134
  0.          0.        ]",0,-1.07203097181659,"[-0.12704735  1.1434867  -0.34728283 -0.80208594  0.14367525  0.0775133
  0.          0.        ]",0
1,"[-0.12704735  1.1434867  -0.34728283 -0.80208594  0.14367525  0.0775133
  0.          0.        ]",0,-1.0278452243715,"[-0.13048133  1.1248484  -0.3472826  -0.82875377  0.14755091  0.07751323
  0.          0.        ]",0
1,"[-0.13048133  1.1248484  -0.3472826  -0.82875377  0.14755091  0.07751323
  0.          0.        ]",0,-0.982858036509981,"[-0.13391533  1.1056101  -0.3472823  -0.85542166  0.15142657  0.07751314
  0.          0.        ]",0
1,"[-0.13391533  1.1056101  -0.3472823  -0.85542166  0.15142657  0.07751314
  0.          0.        ]",0,-0.937206264745555,"[-0.13734932  1.085772   -0.34728202 -0.88208956  0.15530223  0.07751308
  0.          0.        ]",0
1,"[-0.13734932  1.085772   -0.34728202 -0.88208956  0.15530223  0.07751308
  0.          0.        ]",1,-1.67230676559473,"[-0.14087419  1.0653142  -0.35869625 -0.90990025  0.16150308  0.12401692
  0.          0.        ]",0
1,"[-0.14087419  1.0653142  -0.35869625 -0.90990025  0.16150308  0.12401692
  0.          0.        ]",1,-1.86208727366085,"[-0.14448738  1.0442297  -0.36980444 -0.93803155  0.16998857  0.16971007
  0.          0.        ]",0
1,"[-0.14448738  1.0442297  -0.36980444 -0.93803155  0.16998857  0.16971007
  0.          0.        ]",1,-1.87518805772376,"[-0.14817648  1.022534   -0.3792863  -0.96547514  0.18039504  0.20812914
  0.          0.        ]",0
1,"[-0.14817648  1.022534   -0.3792863  -0.96547514  0.18039504  0.20812914
  0.          0.        ]",1,-2.16559051135195,"[-0.15195999  1.0002244  -0.39109087 -0.99314326  0.1931947   0.2559935
  0.          0.        ]",0
1,"[-0.15195999  1.0002244  -0.39109087 -0.99314326  0.1931947   0.2559935
  0.          0.        ]",1,-2.24443623475344,"[-0.1558195   0.9772956  -0.4006195  -1.0210366   0.20795575  0.29522058
  0.          0.        ]",0
1,"[-0.1558195   0.9772956  -0.4006195  -1.0210366   0.20795575  0.29522058
  0.          0.        ]",1,-2.32913530252006,"[-0.15974979  0.95375234 -0.40942025 -1.0487609   0.22452316  0.3313483
  0.          0.        ]",0
1,"[-0.15974979  0.95375234 -0.40942025 -1.0487609   0.22452316  0.3313483
  0.          0.        ]",3,-1.10048411931856,"[-0.16359767  0.9296472  -0.39895284 -1.0735569   0.23888867  0.2873106
  0.          0.        ]",0
1,"[-0.16359767  0.9296472  -0.39895284 -1.0735569   0.23888867  0.2873106
  0.          0.        ]",3,-1.03123736535738,"[-0.16737786  0.90496504 -0.39039844 -1.0990466   0.251484    0.2519069
  0.          0.        ]",0
1,"[-0.16737786  0.90496504 -0.39039844 -1.0990466   0.251484    0.2519069
  0.          0.        ]",3,-0.733076121013282,"[-0.17107745  0.8797062  -0.38025025 -1.1244222   0.26198936  0.21010709
  0.          0.        ]",0
1,"[-0.17107745  0.8797062  -0.38025025 -1.1244222   0.26198936  0.21010709
  0.          0.        ]",3,-0.504291475876839,"[-0.17470598  0.853882   -0.3712636  -1.1492678   0.27057782  0.17176935
  0.          0.        ]",0
1,"[-0.17470598  0.853882   -0.3712636  -1.1492678   0.27057782  0.17176935
  0.          0.        ]",3,-0.389137185597916,"[-0.17827396  0.82748455 -0.36357424 -1.174494    0.27753672  0.13917805
  0.          0.        ]",0
1,"[-0.17827396  0.82748455 -0.36357424 -1.174494    0.27753672  0.13917805
  0.          0.        ]",3,0.077522129376292,"[-0.18174887  0.8005271  -0.35185108 -1.1989425   0.28200796  0.08942517
  0.          0.        ]",0
1,"[-0.18174887  0.8005271  -0.35185108 -1.1989425   0.28200796  0.08942517
  0.          0.        ]",3,0.328684756033313,"[-0.18513365  0.77300924 -0.34046674 -1.2234067   0.2840578   0.04099579
  0.          0.        ]",0
1,"[-0.18513365  0.77300924 -0.34046674 -1.2234067   0.2840578   0.04099579
  0.          0.        ]",3,0.437745118909249,"[-0.18844394  0.7449191  -0.33110836 -1.248464    0.28413823  0.00160852
  0.          0.        ]",0
1,"[-0.18844394  0.7449191  -0.33110836 -1.248464    0.28413823  0.00160852
  0.          0.        ]",3,0.78482496806052,"[-0.19166651  0.7162661  -0.32005778 -1.273043    0.28187332 -0.04529848
  0.          0.        ]",0
1,"[-0.19166651  0.7162661  -0.32005778 -1.273043    0.28187332 -0.04529848
  0.          0.        ]",3,0.962085301362237,"[-0.1948084   0.6870428  -0.3099019  -1.2979945   0.27747464 -0.08797343
  0.          0.        ]",0
1,"[-0.1948084   0.6870428  -0.3099019  -1.2979945   0.27747464 -0.08797343
  0.          0.        ]",3,1.14916593656327,"[-0.19787331  0.6572445  -0.30024856 -1.3231997   0.2710656  -0.12818086
  0.          0.        ]",0
1,"[-0.19787331  0.6572445  -0.30024856 -1.3231997   0.2710656  -0.12818086
  0.          0.        ]",3,1.35470845506268,"[-0.20086727  0.62687445 -0.29128405 -1.348297    0.26276803 -0.16595104
  0.          0.        ]",0
1,"[-0.20086727  0.62687445 -0.29128405 -1.348297    0.26276803 -0.16595104
  0.          0.        ]",3,1.49802745016155,"[-0.203792    0.59592247 -0.28259867 -1.373905    0.25268704 -0.20161907
  0.          0.        ]",0
1,"[-0.203792    0.59592247 -0.28259867 -1.373905    0.25268704 -0.20161907
  0.          0.        ]",3,1.90066323202788,"[-0.20662102  0.5644028  -0.27053198 -1.3987992   0.24009891 -0.25176245
  0.          0.        ]",0
1,"[-0.20662102  0.5644028  -0.27053198 -1.3987992   0.24009891 -0.25176245
  0.          0.        ]",2,7.16387274797536,"[-0.20968333  0.533787   -0.29387495 -1.3587382   0.22756512 -0.25067574
  0.          0.        ]",0
1,"[-0.20968333  0.533787   -0.29387495 -1.3587382   0.22756512 -0.25067574
  0.          0.        ]",2,4.09071331984383,"[-0.21288462  0.5033411  -0.30765313 -1.3512783   0.21494022 -0.25249848
  0.          0.        ]",0
1,"[-0.21288462  0.5033411  -0.30765313 -1.3512783   0.21494022 -0.25249848
  0.          0.        ]",2,5.14595737958343,"[-0.21639553  0.47341096 -0.33791625 -1.3283678   0.2016498  -0.2658084
  0.          0.        ]",0
1,"[-0.21639553  0.47341096 -0.33791625 -1.3283678   0.2016498  -0.2658084
  0.          0.        ]",2,4.40600438956052,"[-0.22008625  0.4437813  -0.3556098  -1.3150983   0.18810017 -0.27099293
  0.          0.        ]",0
1,"[-0.22008625  0.4437813  -0.3556098  -1.3150983   0.18810017 -0.27099293
  0.          0.        ]",2,6.31159742755552,"[-0.22379966  0.41485584 -0.35848406 -1.283996    0.17519963 -0.2580113
  0.          0.        ]",0
1,"[-0.22379966  0.41485584 -0.35848406 -1.283996    0.17519963 -0.2580113
  0.          0.        ]",2,2.75346903042678,"[-0.2276588   0.38588062 -0.37266487 -1.2862778   0.1619307  -0.26537862
  0.          0.        ]",0
1,"[-0.2276588   0.38588062 -0.37266487 -1.2862778   0.1619307  -0.26537862
  0.          0.        ]",2,4.73507302603569,"[-0.23153242  0.35727754 -0.37450373 -1.2698969   0.14907876 -0.2570389
  0.          0.        ]",0
1,"[-0.23153242  0.35727754 -0.37450373 -1.2698969   0.14907876 -0.2570389
  0.          0.        ]",2,6.1686224372193,"[-0.235504    0.32948077 -0.38446233 -1.2341882   0.13642295 -0.2531166
  0.          0.        ]",0
1,"[-0.235504    0.32948077 -0.38446233 -1.2341882   0.13642295 -0.2531166
  0.          0.        ]",2,3.83744893665586,"[-0.23937173  0.3018513  -0.3748594  -1.2269299   0.12456462 -0.23716661
  0.          0.        ]",0
1,"[-0.23937173  0.3018513  -0.3748594  -1.2269299   0.12456462 -0.23716661
  0.          0.        ]",2,6.39959018248923,"[-0.24320617  0.27509725 -0.37223884 -1.188173    0.1134238  -0.22281615
  0.          0.        ]",0
1,"[-0.24320617  0.27509725 -0.37223884 -1.188173    0.1134238  -0.22281615
  0.          0.        ]",2,5.50284861591824,"[-0.24720207  0.24918145 -0.38812506 -1.1509812   0.10204268 -0.2276226
  0.          0.        ]",0
1,"[-0.24720207  0.24918145 -0.38812506 -1.1509812   0.10204268 -0.2276226
  0.          0.        ]",2,4.73846172566421,"[-0.25111252  0.22380617 -0.3803318  -1.1270906   0.09141242 -0.21260536
  0.          0.        ]",0
1,"[-0.25111252  0.22380617 -0.3803318  -1.1270906   0.09141242 -0.21260536
  0.          0.        ]",2,5.09121575093887,"[-0.25516695  0.19926812 -0.39445183 -1.0899447   0.0805233  -0.21778241
  0.          0.        ]",0
1,"[-0.25516695  0.19926812 -0.39445183 -1.0899447   0.0805233  -0.21778241
  0.          0.        ]",2,5.37948916741062,"[-0.25915465  0.17554107 -0.3884354  -1.0540104   0.07029138 -0.20463856
  0.          0.        ]",0
1,"[-0.25915465  0.17554107 -0.3884354  -1.0540104   0.07029138 -0.20463856
  0.          0.        ]",2,2.90688235388752,"[-0.2630392   0.15205565 -0.3787759  -1.0433705   0.06071764 -0.19147494
  0.          0.        ]",0
1,"[-0.2630392   0.15205565 -0.3787759  -1.0433705   0.06071764 -0.19147494
  0.          0.        ]",2,4.15285732675785,"[-0.2670091   0.12930594 -0.38715658 -1.0107291   0.05099947 -0.19436347
  0.          0.        ]",0
1,"[-0.2670091   0.12930594 -0.38715658 -1.0107291   0.05099947 -0.19436347
  0.          0.        ]",2,3.26134994012248,"[-0.2711037   0.10715669 -0.39923745 -0.98409265  0.04089315 -0.20212626
  0.          0.        ]",0
1,"[-0.2711037   0.10715669 -0.39923745 -0.98409265  0.04089315 -0.20212626
  0.          0.        ]",2,3.63483724350574,"[-0.27517787  0.08562907 -0.39743367 -0.9565429   0.03103529 -0.19715716
  0.          0.        ]",0
1,"[-0.27517787  0.08562907 -0.39743367 -0.9565429   0.03103529 -0.19715716
  0.          0.        ]",2,1.7371090560142,"[-0.2790885   0.06419192 -0.38191253 -0.95259845  0.02199934 -0.18071917
  0.          0.        ]",0
1,"[-0.2790885   0.06419192 -0.38191253 -0.95259845  0.02199934 -0.18071917
  0.          0.        ]",2,3.40421894246942,"[-0.28298932  0.04343005 -0.38106024 -0.9226461   0.013095   -0.17808692
  0.          0.        ]",0
1,"[-0.28298932  0.04343005 -0.38106024 -0.9226461   0.013095   -0.17808692
  0.          0.        ]",2,0.274263230798152,"[-0.28706962  0.02277633 -0.3981967  -0.9178823   0.00338876 -0.19412456
  0.          0.        ]",0
1,"[-0.28706962  0.02277633 -0.3981967  -0.9178823   0.00338876 -0.19412456
  0.          0.        ]",2,0.3329316686504,"[-0.2912324   0.00251986 -0.4060697  -0.90029246 -0.00668896 -0.20155446
  0.          0.        ]",0
1,"[-0.2912324   0.00251986 -0.4060697  -0.90029246 -0.00668896 -0.20155446
  0.          0.        ]",0,16.0826422828112,"[-0.2953952  -0.01833518 -0.40606976 -0.92696756 -0.01676661 -0.20155303
  1.          1.        ]",0
1,"[-0.2953952  -0.01833518 -0.40606976 -0.92696756 -0.01676661 -0.20155303
  1.          1.        ]",0,1.78054847041986,"[-0.29949674 -0.03841001 -0.3981872  -0.8937148  -0.0265773  -0.19361687
  1.          1.        ]",0
1,"[-0.29949674 -0.03841001 -0.3981872  -0.8937148  -0.0265773  -0.19361687
  1.          1.        ]",0,-100,"[-3.0304089e-01 -4.1045193e-02 -3.5562882e-01  2.6837368e-03
 -1.1056636e-02 -4.5413930e-07  1.0000000e+00  1.0000000e+00]",1
2,"[ 0.00179148  1.4219812   0.18144484  0.49159923 -0.00206913 -0.04110001
  0.          0.        ]",0,1.16215944611349,"[ 0.00358286  1.4324636   0.1811997   0.46587953 -0.00409993 -0.04061884
  0.          0.        ]",0
2,"[ 0.00358286  1.4324636   0.1811997   0.46587953 -0.00409993 -0.04061884
  0.          0.        ]",0,1.27841169795465,"[ 0.00537443  1.4423474   0.18120602  0.4392661  -0.00612967 -0.04059871
  0.          0.        ]",0
2,"[ 0.00537443  1.4423474   0.18120602  0.4392661  -0.00612967 -0.04059871
  0.          0.        ]",0,1.32173406239383,"[ 0.00716591  1.451631    0.18121205  0.41259533 -0.00815914 -0.04059339
  0.          0.        ]",0
2,"[ 0.00716591  1.451631    0.18121205  0.41259533 -0.00815914 -0.04059339
  0.          0.        ]",0,1.35580762766074,"[ 0.00895758  1.4603146   0.18121804  0.38592592 -0.0101883  -0.04058706
  0.          0.        ]",0
2,"[ 0.00895758  1.4603146   0.18121804  0.38592592 -0.0101883  -0.04058706
  0.          0.        ]",0,1.38530485880881,"[ 0.01074925  1.4683983   0.18122405  0.35925722 -0.01221713 -0.0405807
  0.          0.        ]",0
2,"[ 0.01074925  1.4683983   0.18122405  0.35925722 -0.01221713 -0.0405807
  0.          0.        ]",0,1.40912061635487,"[ 0.01254101  1.4758818   0.18123004  0.3325887  -0.01424565 -0.04057435
  0.          0.        ]",0
2,"[ 0.01254101  1.4758818   0.18123004  0.3325887  -0.01424565 -0.04057435
  0.          0.        ]",0,1.42576108990107,"[ 0.01433277  1.4827657   0.18123601  0.30592006 -0.01627387 -0.04056817
  0.          0.        ]",0
2,"[ 0.01433277  1.4827657   0.18123601  0.30592006 -0.01627387 -0.04056817
  0.          0.        ]",0,1.43340094076154,"[ 0.01612473  1.4890493   0.18124196  0.2792514  -0.01830178 -0.04056183
  0.          0.        ]",0
2,"[ 0.01612473  1.4890493   0.18124196  0.2792514  -0.01830178 -0.04056183
  0.          0.        ]",0,1.4296108429262,"[ 0.01791668  1.494733    0.18124788  0.25258267 -0.02032938 -0.04055559
  0.          0.        ]",0
2,"[ 0.01791668  1.494733    0.18124788  0.25258267 -0.02032938 -0.04055559
  0.          0.        ]",0,1.41131481908892,"[ 0.01970863  1.4998167   0.18125378  0.22591391 -0.02235665 -0.04054923
  0.          0.        ]",0
2,"[ 0.01970863  1.4998167   0.18125378  0.22591391 -0.02235665 -0.04054923
  0.          0.        ]",0,1.37449599918935,"[ 0.02150068  1.5043004   0.18125968  0.19924507 -0.0243836  -0.04054303
  0.          0.        ]",0
2,"[ 0.02150068  1.5043004   0.18125968  0.19924507 -0.0243836  -0.04054303
  0.          0.        ]",0,1.31418209897058,"[ 0.02329283  1.5081842   0.18126556  0.17257622 -0.02641025 -0.04053675
  0.          0.        ]",0
2,"[ 0.02329283  1.5081842   0.18126556  0.17257622 -0.02641025 -0.04053675
  0.          0.        ]",0,1.22431730446624,"[ 0.02508507  1.5114679   0.18127142  0.14590731 -0.0284366  -0.04053054
  0.          0.        ]",0
2,"[ 0.02508507  1.5114679   0.18127142  0.14590731 -0.0284366  -0.04053054
  0.          0.        ]",0,1.09801390603354,"[ 0.02687731  1.5141518   0.18127725  0.11923835 -0.03046263 -0.04052442
  0.          0.        ]",0
2,"[ 0.02687731  1.5141518   0.18127725  0.11923835 -0.03046263 -0.04052442
  0.          0.        ]",0,0.928536860890546,"[ 0.02866955  1.5162356   0.18128306  0.09256935 -0.03248835 -0.04051827
  0.          0.        ]",0
2,"[ 0.02866955  1.5162356   0.18128306  0.09256935 -0.03248835 -0.04051827
  0.          0.        ]",0,0.711121563673743,"[ 0.03046198  1.5177193   0.18128887  0.0659003  -0.03451378 -0.04051217
  0.          0.        ]",0
2,"[ 0.03046198  1.5177193   0.18128887  0.0659003  -0.03451378 -0.04051217
  0.          0.        ]",0,0.445840757205076,"[ 0.03225441  1.5186032   0.18129463  0.03923122 -0.0365389  -0.04050609
  0.          0.        ]",0
2,"[ 0.03225441  1.5186032   0.18129463  0.03923122 -0.0365389  -0.04050609
  0.          0.        ]",0,0.140805683373088,"[ 0.03404694  1.518887    0.18130037  0.01256205 -0.03856372 -0.04050003
  0.          0.        ]",0
2,"[ 0.03404694  1.518887    0.18130037  0.01256205 -0.03856372 -0.04050003
  0.          0.        ]",0,-0.186858425867285,"[ 0.03583956  1.5185708   0.1813061  -0.01410716 -0.04058823 -0.04049402
  0.          0.        ]",0
2,"[ 0.03583956  1.5185708   0.1813061  -0.01410716 -0.04058823 -0.04049402
  0.          0.        ]",0,-0.513797994556569,"[ 0.03763218  1.5176545   0.18131179 -0.04077638 -0.04261244 -0.040488
  0.          0.        ]",0
2,"[ 0.03763218  1.5176545   0.18131179 -0.04077638 -0.04261244 -0.040488
  0.          0.        ]",0,-0.816867707291834,"[ 0.0394249   1.5161384   0.18131746 -0.06744566 -0.04463637 -0.04048204
  0.          0.        ]",0
2,"[ 0.0394249   1.5161384   0.18131746 -0.06744566 -0.04463637 -0.04048204
  0.          0.        ]",0,-1.07936463080137,"[ 0.04121761  1.5140221   0.1813231  -0.09411498 -0.04665997 -0.04047602
  0.          0.        ]",0
2,"[ 0.04121761  1.5140221   0.1813231  -0.09411498 -0.04665997 -0.04047602
  0.          0.        ]",0,-1.29387460026146,"[ 0.04301042  1.511306    0.18132873 -0.12078435 -0.04868331 -0.04047009
  0.          0.        ]",0
2,"[ 0.04301042  1.511306    0.18132873 -0.12078435 -0.04868331 -0.04047009
  0.          0.        ]",0,-1.46059775824949,"[ 0.04480333  1.5079899   0.18133433 -0.14745377 -0.05070632 -0.04046418
  0.          0.        ]",0
2,"[ 0.04480333  1.5079899   0.18133433 -0.14745377 -0.05070632 -0.04046418
  0.          0.        ]",0,-1.64320560706153,"[ 0.04659548  1.5040522   0.18126628 -0.17507583 -0.05272928 -0.04045953
  0.          0.        ]",0
2,"[ 0.04659548  1.5040522   0.18126628 -0.17507583 -0.05272928 -0.04045953
  0.          0.        ]",0,-1.67496014643217,"[ 0.04838772  1.4995148   0.18126626 -0.20174284 -0.05475225 -0.04045948
  0.          0.        ]",0
2,"[ 0.04838772  1.4995148   0.18126626 -0.20174284 -0.05475225 -0.04045948
  0.          0.        ]",0,-1.73285840418788,"[ 0.05017986  1.4943773   0.18126623 -0.22840986 -0.05677522 -0.04045946
  0.          0.        ]",0
2,"[ 0.05017986  1.4943773   0.18126623 -0.22840986 -0.05677522 -0.04045946
  0.          0.        ]",0,-1.7678033072535,"[ 0.0519721   1.4886397   0.18126622 -0.2550769  -0.05879818 -0.04045946
  0.          0.        ]",0
2,"[ 0.0519721   1.4886397   0.18126622 -0.2550769  -0.05879818 -0.04045946
  0.          0.        ]",0,-1.78470488737011,"[ 0.05376425  1.4823024   0.18126619 -0.2817439  -0.06082115 -0.04045943
  0.          0.        ]",0
2,"[ 0.05376425  1.4823024   0.18126619 -0.2817439  -0.06082115 -0.04045943
  0.          0.        ]",0,-1.78740437279606,"[ 0.05555649  1.475365    0.18126616 -0.30841094 -0.06284411 -0.04045942
  0.          0.        ]",0
2,"[ 0.05555649  1.475365    0.18126616 -0.30841094 -0.06284411 -0.04045942
  0.          0.        ]",0,-1.77898431214939,"[ 0.05734863  1.4678278   0.18126614 -0.33507794 -0.06486707 -0.0404594
  0.          0.        ]",0
2,"[ 0.05734863  1.4678278   0.18126614 -0.33507794 -0.06486707 -0.0404594
  0.          0.        ]",0,-1.76173070255516,"[ 0.05914087  1.4596905   0.18126611 -0.36174497 -0.06689005 -0.04045942
  0.          0.        ]",0
2,"[ 0.05914087  1.4596905   0.18126611 -0.36174497 -0.06689005 -0.04045942
  0.          0.        ]",0,-1.73749614530615,"[ 0.06093302  1.4509534   0.1812661  -0.388412   -0.06891302 -0.0404594
  0.          0.        ]",0
2,"[ 0.06093302  1.4509534   0.1812661  -0.388412   -0.06891302 -0.0404594
  0.          0.        ]",0,-1.70763614427133,"[ 0.06272526  1.4416163   0.18126604 -0.415079   -0.07093599 -0.04045939
  0.          0.        ]",0
